student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
24075,11.3,83.1,2.1,81.5,B,Good
6903,18,92.8,7.6,88.8,A,Good
1524,8.3,100,5.7,75.4,B,Good
19318,22.9,77.2,5.8,100,A,Excellent
12750,12,79.4,1.2,88.8,A,Good
38486,10.8,69.3,5.1,85.6,A,Good
32034,7,94.2,5.5,59.2,C,Poor
28170,14.2,93.1,6.3,79.8,B,Good
505,10.4,73.6,3.6,56.8,C,Poor
29710,17.3,85.7,8.6,87.7,A,Good
31802,21.8,79.2,6.6,96.9,A,Excellent
11920,11.5,79.5,2,84.1,B,Good
23369,1.7,82.9,4.9,33.9,F,Poor
17503,25.8,80.9,5.2,100,A,Excellent
6079,5.6,84.2,2.5,65.4,C,Average
22684,15.5,78.5,7,67.6,C,Average
4339,0.6,69.7,9.6,62.7,C,Average
30200,16.8,77.7,5.6,68.7,C,Average
34842,17.7,81.2,7.1,100,A,Excellent
9497,23.7,81.6,7.8,100,A,Excellent
33324,19.7,68.7,8.3,100,A,Excellent
25047,27.8,87.6,4.1,100,A,Excellent
21008,8.5,88.9,4.5,61.3,C,Average
24485,20,86.5,2.8,100,A,Excellent
35330,7.1,92.8,8.4,76.7,B,Good
11732,32.1,65.3,4,100,A,Excellent
34143,25.6,97.6,10,100,A,Excellent
25427,21.3,70.6,7.7,100,A,Excellent
24730,22.7,88.1,5.2,100,A,Excellent
3447,14.2,88.8,7.1,96.7,A,Excellent
20176,13.3,99.2,5.8,76.1,B,Good
20770,11,98.2,7.8,71.6,B,Average
20581,14,74.2,5.9,71.5,B,Average
38220,18.4,84.4,1.8,98,A,Excellent
20683,16.9,81.2,6.2,100,A,Excellent
1437,13.3,83.3,7.7,100,A,Excellent
39704,11,81.1,6,64.6,C,Average
33998,10.3,97.3,3.5,59.4,C,Poor
18353,18.7,83.8,5.8,100,A,Excellent
30545,13.8,84.7,4,100,A,Excellent
1173,15.7,84.6,6.2,83.8,B,Good
10952,22.2,90.2,4.1,100,A,Excellent
23799,3.9,83.3,6.3,65.5,C,Average
2957,21.5,87.1,3.4,100,A,Excellent
18208,17.2,90.8,7.3,85.4,A,Good
251,6.2,83.9,3.5,74.7,B,Average
11204,14.2,71.7,7.1,87.8,A,Good
22766,6.2,88.4,8.2,58.8,C,Poor
19053,14.5,75,6.5,84,B,Good
535,10.4,83.7,6.1,89,A,Good
36201,8.9,85.2,2.1,71.2,B,Average
50,2.7,77.5,6.4,51.1,D,Poor
32491,13.1,83.2,4.1,82.3,B,Good
14665,20.8,87.1,9.4,78.6,B,Good
18526,7.1,82,8.4,63.3,C,Average
29976,0,89.3,6.6,55.3,C,Poor
22168,28.6,79.6,3.1,100,A,Excellent
6153,9.6,77.5,5.7,72,B,Average
39481,21,80.8,9.1,100,A,Excellent
5382,10.7,91.1,3.3,71,B,Average
21334,0.1,78.2,5.8,51.4,D,Poor
19294,16.2,72.7,4.9,93.8,A,Excellent
7555,21,69.9,3.5,100,A,Excellent
5134,18.2,90.2,5,89.8,A,Good
28868,17,87.2,1,90.1,A,Excellent
4644,24.7,90.2,5.9,100,A,Excellent
13969,8.1,79.3,8.6,77.4,B,Good
888,12.5,73.1,6.4,100,A,Excellent
25351,16,73.5,4.3,88.5,A,Good
37364,22.7,66.8,5.9,100,A,Excellent
32607,4,85.1,2.2,58.1,C,Poor
5671,32.5,79.6,6.3,100,A,Excellent
4928,16.7,91.8,9.2,88.7,A,Good
29961,22.2,84,3.4,100,A,Excellent
22779,19.9,92.7,3.7,87,A,Good
27419,12.2,74,8.5,74.8,B,Average
11417,14.8,87.9,3.1,82.8,B,Good
30590,17.5,71.2,1.5,77.2,B,Good
10756,15,81.2,8.6,74.2,B,Average
19458,18,77.7,4.6,90,A,Good
14482,7.4,88,5.3,63,C,Average
23738,12.5,81.4,8.4,100,A,Excellent
12284,20.4,68.2,3.6,100,A,Excellent
19400,14.5,73.7,1.9,100,A,Excellent
7012,15.2,74.4,7.1,90.1,A,Excellent
2824,5.2,83.7,8.6,65.1,C,Average
36722,17.7,84.7,8.2,93.9,A,Excellent
28969,11.3,82.7,4.7,67.9,C,Average
24533,16,100,8.4,90.9,A,Excellent
19686,16.3,84.4,7.7,83.9,B,Good
28841,12.9,92.9,3,87.3,A,Good
11724,5.9,75,3.7,69.6,C,Average
4647,5.3,74.7,5.8,39.9,F,Poor
15027,15.7,75.2,3.5,84.4,B,Good
30961,5.2,77.5,2.1,45.2,D,Poor
37629,11.1,76.6,9,80.5,B,Good
37189,18.4,85.6,7.7,93.9,A,Excellent
11234,14,78.5,2,64.8,C,Average
34097,10.4,76.2,9.6,72.8,B,Average
25440,19.8,57.8,8.1,100,A,Excellent
20946,17.2,79,8.3,91.1,A,Excellent
29546,9.4,77.8,10,58.6,C,Poor
27864,13,84,7.7,90.4,A,Excellent
31995,5.5,67.3,4.8,75.7,B,Good
26543,22.3,79.1,4.2,85.5,A,Good
1320,13.7,83.4,3.4,98.7,A,Excellent
4889,16.6,77.2,2,100,A,Excellent
12538,17.3,100,1.4,94.9,A,Excellent
11432,17.4,73.5,5.3,95.7,A,Excellent
33101,9.7,69.4,6.1,61.6,C,Average
2470,13.5,91.2,2.4,64,C,Average
34580,5.9,75.8,5.9,59.2,C,Poor
25291,8,58.4,4.1,63.4,C,Average
8816,15.5,64.2,6.2,87.9,A,Good
1812,16,86.7,3.3,100,A,Excellent
39489,15.6,86.6,4.4,81.8,B,Good
34073,27.1,85.2,7.1,100,A,Excellent
22399,11.9,69.7,4.4,75.4,B,Good
8785,6.6,81.3,4.8,66.9,C,Average
22310,8.7,77.9,8.3,83.1,B,Good
22227,17.5,80.4,7.7,95.4,A,Excellent
34003,4.9,97.6,1.5,73.6,B,Average
28963,11.3,87.5,8.6,64.8,C,Average
32095,15.5,93.3,8.4,70.2,B,Average
13765,15.3,82.4,5.2,89.1,A,Good
6393,3.9,69.8,4.3,41.9,D,Poor
35471,19.2,93.9,4.3,97.1,A,Excellent
875,14.8,88.1,6.2,65,C,Average
8202,23.7,89,7.8,100,A,Excellent
28237,26.8,88.6,9.8,100,A,Excellent
16187,13.7,84.9,6.5,85.2,A,Good
29423,17.1,89.1,5,90.8,A,Excellent
23400,5.9,83.2,10,56.8,C,Poor
32617,10.7,76.1,6.5,85.9,A,Good
17478,13.6,80.1,6.3,81.1,B,Good
22880,11.2,82.2,6.3,79,B,Good
18455,12.7,85.2,5.4,80.3,B,Good
18319,9.5,92.5,3.1,76.6,B,Good
13477,12.5,82.3,4.9,69.5,C,Average
37667,19.9,100,6.4,100,A,Excellent
8283,20.6,72.1,7.2,95.5,A,Excellent
4109,13.6,78,4,83.1,B,Good
32841,21.9,91.3,5.5,89.1,A,Good
39601,13,92,6.8,100,A,Excellent
1990,18,83,6.4,90.6,A,Excellent
10149,2.9,80.2,4.8,64.8,C,Average
15524,7.2,89.4,8.1,77.7,B,Good
1432,20.7,79.2,7.8,100,A,Excellent
37636,19.7,77.1,7.2,95.2,A,Excellent
7825,21.7,92.4,6.4,100,A,Excellent
38624,2.8,79.2,4.8,58.3,C,Poor
37747,14.6,74.2,5,81.9,B,Good
14882,22,58.7,7.2,97.7,A,Excellent
28196,3.7,91.6,4.4,50.1,D,Poor
9930,18.8,94.1,8.5,90.5,A,Excellent
35025,13.4,77.4,4.9,79.1,B,Good
26555,3.2,62.5,8.2,68.9,C,Average
16589,25.3,77.5,5.9,100,A,Excellent
38499,15.6,71.9,9.5,78.4,B,Good
34739,16.4,89.8,7.5,100,A,Excellent
39029,8.1,80.3,6.1,70.9,B,Average
39478,13.9,83,8.1,99.7,A,Excellent
23954,0,90.6,7.1,39.8,F,Poor
5729,16,85.2,8.2,87.6,A,Good
21427,15.5,80.1,2.8,100,A,Excellent
35585,9.8,81.5,6.5,82.7,B,Good
930,14.5,85.7,6.5,85.1,A,Good
5648,26,75.5,5.9,100,A,Excellent
15703,8.4,100,3.5,68,C,Average
32484,5.2,86.5,10,59.9,C,Poor
26747,6.6,97.3,3.7,75.8,B,Good
28148,18.1,74.9,6,93.9,A,Excellent
5808,12.5,94,6.2,65.4,C,Average
7713,13.3,80,2.2,86.2,A,Good
31009,12.5,71.2,5.4,67.6,C,Average
17402,13.7,73.8,5.2,90.6,A,Excellent
8303,9.9,93.8,10,66.7,C,Average
29879,11.5,70.1,3.6,83.2,B,Good
1264,8.6,85.2,6.1,64.3,C,Average
26603,8.1,87.9,10,61.1,C,Average
19284,12.8,77.6,6,77.5,B,Good
21643,16.6,78.4,5.6,86,A,Good
36818,16.4,96.4,5.4,84,B,Good
17761,11,93.2,7.1,59.7,C,Poor
5310,8.1,85.1,5.5,76.9,B,Good
13746,10.8,83.1,6.8,56.2,C,Poor
34715,12.8,88.7,7.2,86.1,A,Good
10112,28,76.5,4.1,100,A,Excellent
10248,19.4,81.9,8.9,95.9,A,Excellent
26757,12.9,100,4.8,96.7,A,Excellent
4662,13,70.4,7.9,83.1,B,Good
24104,19.1,100,5,100,A,Excellent
33486,8.5,87.9,2.7,63.1,C,Average
6279,6.5,80,7.4,64.3,C,Average
24406,16.1,72.3,6.5,100,A,Excellent
8175,11.7,83.4,3.9,85.9,A,Good
34310,13.4,91.5,3.9,88,A,Good
39376,8,89.6,6.1,65.7,C,Average
26905,20.4,82.8,7.7,100,A,Excellent
36107,13.5,88.8,10,74.6,B,Average
24027,16.2,61.9,6.3,75.9,B,Good
11509,23.3,79,5.1,100,A,Excellent
32870,10,90.3,6.2,71.8,B,Average
24764,21.1,88.3,6.9,85.2,A,Good
15981,1,98.6,6.9,49.9,D,Poor
26490,18.5,72.2,5.1,94.8,A,Excellent
24575,18.6,77.9,9.8,95.5,A,Excellent
28369,8.3,99.2,6,70.3,B,Average
25269,19.7,100,5.6,100,A,Excellent
29301,17,81.7,5.1,89.4,A,Good
23077,5.1,61.7,3.8,52.4,D,Poor
35885,14.3,98.7,7.2,91.9,A,Excellent
3553,17.4,100,6.2,100,A,Excellent
20918,7.6,88.7,3.4,96.4,A,Excellent
23604,16.5,86.5,4.8,72.6,B,Average
4128,27.6,75.7,7.9,100,A,Excellent
38158,16.5,98,8,100,A,Excellent
5967,21,79.1,9.8,83.5,B,Good
833,8,79.4,4.8,71.7,B,Average
10258,13.2,78.4,5.5,85.4,A,Good
34646,22.7,100,10,100,A,Excellent
31073,26.7,79.6,3.4,100,A,Excellent
38283,9,81.7,6.4,75.5,B,Good
18867,21.7,71.9,4.2,100,A,Excellent
13882,8.8,77.7,5,90.1,A,Excellent
6034,8.8,88.1,8.6,63.5,C,Average
20430,13.5,63.6,8.3,82.7,B,Good
35999,21.1,83.2,3.6,84.6,B,Good
9417,27.1,87.6,5,100,A,Excellent
8035,12.7,74.1,5.3,98.1,A,Excellent
17013,14.9,87.1,6.6,86.1,A,Good
22161,22.9,93.3,4.9,89.8,A,Good
36243,2.8,100,5.1,51.3,D,Poor
15216,26.7,100,7.7,100,A,Excellent
37760,6.5,86,4.3,57.1,C,Poor
22665,5.6,73.6,4.6,49.3,D,Poor
5846,11.2,91.5,9,88.8,A,Good
4818,8.9,82.8,7.7,71.4,B,Average
16101,12.7,87.2,4,94.2,A,Excellent
13703,8.5,99.4,3,62.2,C,Average
23786,2.6,66.8,8.7,75.1,B,Good
17063,11.4,95,4.6,86.6,A,Good
14728,17.6,82.7,5.1,95,A,Excellent
28827,10.1,91,5.3,73.6,B,Average
12445,9,95.7,7.1,75,B,Good
15884,22.6,84.4,6.6,88.8,A,Good
37853,8.5,84.1,2,60.1,C,Average
9061,14.3,89.2,3.7,85.8,A,Good
6868,9.4,88.7,3.7,64.6,C,Average
37665,20.5,100,8.3,99.2,A,Excellent
23004,21.8,81.3,6,100,A,Excellent
21381,14.1,88.7,6.3,82,B,Good
9168,8,77.9,7.5,74,B,Average
34917,17.8,77.7,4.3,94.7,A,Excellent
32943,18.9,94.5,4.7,100,A,Excellent
21179,6.3,84.8,5.2,67.3,C,Average
31696,14,81.5,5.7,76.8,B,Good
34427,21.3,71,2.5,100,A,Excellent
1639,29.4,89,9,100,A,Excellent
14192,16.3,62.8,6.8,75.9,B,Good
2948,0,74.3,6.2,66.1,C,Average
9763,16.4,86,4.8,71.2,B,Average
10788,14.4,84.9,4.5,83.4,B,Good
13101,16.8,100,7.4,70.8,B,Average
34792,19.6,91.4,5.9,100,A,Excellent
36848,8,94.4,5.4,47.7,D,Poor
23807,11.2,97.6,5,94.7,A,Excellent
7473,6.3,89.4,8.6,59.9,C,Poor
38156,22.2,69.2,9.9,100,A,Excellent
20162,9.6,67.7,8,65.7,C,Average
13906,0.3,80.2,4.8,60.5,C,Average
28764,11.8,100,4.5,82.2,B,Good
35305,17.6,78.4,7.1,93.9,A,Excellent
21310,8.2,86.8,6.9,73.1,B,Average
37872,12,85.6,4.8,65.9,C,Average
3007,18.4,94.5,9.3,97.5,A,Excellent
38249,17.9,86.6,6.1,95,A,Excellent
36166,25.2,70.2,3.4,100,A,Excellent
23082,25.5,89.1,5.3,100,A,Excellent
28525,16.1,85.5,6.6,99.6,A,Excellent
24904,17.1,100,5.3,100,A,Excellent
23545,5.4,76,5.6,67.1,C,Average
15684,31.7,78.8,4.1,100,A,Excellent
18964,3.2,78.2,4.4,54,D,Poor
10412,16.2,73.1,8.9,87,A,Good
19996,17.7,82.5,7.5,100,A,Excellent
20063,9.8,100,6,77.1,B,Good
34562,10.3,88.5,4.8,48.4,D,Poor
39548,22.1,89.2,7.5,91,A,Excellent
39841,19.8,82.9,3,97.3,A,Excellent
27574,16.6,68.9,5.3,93.9,A,Excellent
11249,23.7,83.2,6.3,100,A,Excellent
2052,8.9,77.9,1.8,73.4,B,Average
15004,21.6,82.4,7.4,100,A,Excellent
1573,17.1,83.2,3.8,88.8,A,Good
10026,25.3,81.3,2.5,100,A,Excellent
30837,12.5,99.7,6.3,82.5,B,Good
11708,19.4,82.6,4.7,100,A,Excellent
16259,22.2,100,3.3,100,A,Excellent
23953,17.3,95.9,3.6,95.5,A,Excellent
6767,29.9,70.6,6.3,100,A,Excellent
3445,19.9,72.6,9.9,94.3,A,Excellent
23248,12.8,74,8.7,98.2,A,Excellent
24882,32.1,90.9,8.7,100,A,Excellent
21566,13.7,95.4,7.3,77.1,B,Good
28055,20.8,89.2,7.5,100,A,Excellent
21918,12.7,79.4,6.8,81.8,B,Good
12861,26.5,100,6.7,100,A,Excellent
3742,18.6,100,7.3,93.2,A,Excellent
10990,20.6,91.6,10,100,A,Excellent
22892,32.1,72.7,6.1,100,A,Excellent
37173,8.1,87.7,5.5,77.7,B,Good
32146,6.7,98,7.3,57.6,C,Poor
37737,5.5,67.1,4.4,69.4,C,Average
28816,14.5,72.4,6.5,79.2,B,Good
24283,18.5,89.3,5.2,92.1,A,Excellent
16781,22.3,69.6,5.5,95.2,A,Excellent
35580,16.2,85.8,6.8,97,A,Excellent
16065,22.6,94.1,1,97,A,Excellent
24226,18.9,81.6,6.3,100,A,Excellent
27126,0,79.3,7.7,56.3,C,Poor
2182,12.5,83.6,6.8,84.8,B,Good
36889,9.2,64,6.4,54.4,D,Poor
36533,6.7,69.8,3.5,86.1,A,Good
14918,28,94.4,8.1,100,A,Excellent
32904,18.3,86.9,7,95.9,A,Excellent
26279,10.8,78.8,4.3,77.1,B,Good
35154,28.5,99.4,5.5,100,A,Excellent
31341,16.1,79.8,7.6,97.5,A,Excellent
3138,7.9,94.8,6.2,64,C,Average
30609,19.7,97.8,4.9,100,A,Excellent
1520,28,87.5,7.9,100,A,Excellent
8646,1.2,80.6,6.7,53.9,D,Poor
18194,18.2,76,5.6,92.5,A,Excellent
28345,10.7,82.4,6.5,75,B,Good
6130,4.8,76,6.8,46.1,D,Poor
28810,18.4,88.5,6,89.1,A,Good
37748,24.8,83.5,9.9,100,A,Excellent
29251,17.5,85.6,6.7,87.1,A,Good
12470,20.4,81.9,8.7,99.6,A,Excellent
27418,12,75.9,7.6,79.3,B,Good
36908,12.7,89.9,4.7,84,B,Good
17461,9.9,95.3,4.8,86.1,A,Good
34472,14,65.1,6.6,69,C,Average
713,11.2,89.9,8.5,61.4,C,Average
15036,23.6,78.6,7.1,100,A,Excellent
16793,17.1,83.2,6.4,100,A,Excellent
25995,9.7,95.2,3.4,62.1,C,Average
34845,17.9,100,7.9,84.5,B,Good
3023,12.1,95.8,5.8,75.7,B,Good
1339,12.3,93.8,7.2,70.1,B,Average
11751,19.5,67.1,7.9,97.2,A,Excellent
4111,23,81.5,5,100,A,Excellent
39732,17.2,84.4,10,99.5,A,Excellent
32903,3.7,95.9,7.6,59.4,C,Poor
14718,13,82.1,4.8,75.6,B,Good
31336,9,90.4,5,67.9,C,Average
9671,16.3,88,6,85.2,A,Good
39228,9.3,86.7,6.5,69.3,C,Average
8965,19.7,92,10,94.6,A,Excellent
31637,18.5,91.1,5.3,96.8,A,Excellent
31332,11.3,80.1,6.4,75.9,B,Good
14922,0,100,6.3,43.1,D,Poor
3767,8.2,80.4,7.5,73.6,B,Average
20157,10.5,80.1,3.6,60.7,C,Average
25876,13,74,5.4,67.8,C,Average
8510,19.2,88.2,6.8,100,A,Excellent
5974,0,98.2,5,49.9,D,Poor
2014,8.4,100,5.1,53.7,D,Poor
6934,14.9,94.2,5.4,92.9,A,Excellent
28928,9.7,82.5,5.5,93.7,A,Excellent
25685,14.7,70,6.9,99.4,A,Excellent
14948,12.7,75.3,3.4,81.2,B,Good
36330,10.4,79.5,7.5,86.7,A,Good
25474,20.2,84.8,9,100,A,Excellent
38897,24.8,92.9,5.5,100,A,Excellent
431,6.7,90.2,4.2,46.4,D,Poor
30067,22.8,72.1,7.2,100,A,Excellent
7627,22.7,100,7.5,100,A,Excellent
21335,7.9,79.6,1.2,60.2,C,Average
29847,14.9,74.2,6.6,78.1,B,Good
11083,18.8,82.4,5.2,94.4,A,Excellent
24446,21,77.2,9.6,99.9,A,Excellent
2949,13.7,78,7.2,71.9,B,Average
31525,13.9,85.8,1.9,100,A,Excellent
26166,13.3,80.8,3.4,80,B,Good
554,16.8,78.2,7.9,98.6,A,Excellent
9365,22.8,83.8,5.1,100,A,Excellent
12189,5,68.6,10,60.9,C,Average
4071,19,80.9,4.8,89.2,A,Good
33878,17.1,75.1,3.3,89,A,Good
39664,24.5,87.1,8,100,A,Excellent
16630,15.5,85.7,6.3,96.8,A,Excellent
29902,12.5,95.3,5,77.4,B,Good
30851,9.8,99.7,8.4,72.9,B,Average
2573,12.9,79.7,9.4,92.4,A,Excellent
12652,5.4,89.1,2.7,70.6,B,Average
36221,10.5,86.3,3.1,62,C,Average
38580,4.8,97.2,4.9,55.4,C,Poor
21532,11.1,82.1,7,68.7,C,Average
12811,25,89,6.8,100,A,Excellent
28795,9.3,90.5,10,76.1,B,Good
29358,20.5,90.4,6.5,95.3,A,Excellent
13453,7.1,79.8,7.7,60.5,C,Average
5194,10.9,86.2,3.4,79.9,B,Good
35763,15.5,79.2,7,85.5,A,Good
21795,6.7,80.6,4.3,52.3,D,Poor
31698,25.3,86.4,4,100,A,Excellent
9654,25.6,88.6,6.6,100,A,Excellent
18008,8.1,91.1,5.9,74.3,B,Average
12420,13.8,85,8.6,85.7,A,Good
6005,13.5,85.5,5.8,92.6,A,Excellent
19734,10.9,79.7,8.9,72,B,Average
26589,17.6,67.1,3,87.4,A,Good
39533,21.6,85.9,5.4,85.7,A,Good
39363,17.3,82,5.2,95.9,A,Excellent
10325,16.3,82.6,8.1,91,A,Excellent
28850,15.5,77.4,5.1,100,A,Excellent
1991,20.6,83.5,6.9,99.1,A,Excellent
36773,14.9,67.5,5.3,92.1,A,Excellent
4902,7.9,91.9,5.6,74.1,B,Average
27681,14.6,92.8,7.3,83.4,B,Good
17298,11,71.2,7.8,86.6,A,Good
19978,7.8,73.3,1.4,68.2,C,Average
1368,8.5,75.9,4.9,63.9,C,Average
10109,14.5,81.6,5.4,91.6,A,Excellent
38785,18.3,69.4,4.8,99.8,A,Excellent
18391,16.1,94.6,9,96.6,A,Excellent
16434,19.4,81.8,6.2,78.2,B,Good
29705,16.6,80.7,5.2,83.2,B,Good
1347,0,75.1,7.9,43.6,D,Poor
29908,13.4,100,4.2,88.8,A,Good
17630,12.4,97.5,6.9,83.4,B,Good
5744,4.7,77.5,6,49.3,D,Poor
21530,20.4,77.2,6.4,100,A,Excellent
30139,4.1,75.5,9.5,61.4,C,Average
22269,0.3,85,4,58.7,C,Poor
15150,12.1,90.1,4.7,96.7,A,Excellent
20749,13.4,87.6,4.4,78.8,B,Good
3990,9.6,90.8,4.4,76.5,B,Good
27544,5.9,76.3,6.2,51.7,D,Poor
32614,24.2,92.1,6.6,100,A,Excellent
15353,11.4,79.2,6.3,68.2,C,Average
5488,18,78.4,7.5,100,A,Excellent
33695,24.4,89.7,6.5,100,A,Excellent
14464,14.1,84.3,6.3,91.6,A,Excellent
29316,14.4,70.4,5.6,76.4,B,Good
S113,15,90,6,93,A+,Excellent
32321,18.9,81.8,3.2,100,A,Excellent
27981,6.3,93.3,7.1,68.2,C,Average
33466,3.9,86.9,5.2,56.9,C,Poor
19028,16.6,74.4,5.1,99.4,A,Excellent
30444,19.8,94,5.6,100,A,Excellent
11195,12.6,77.8,6.6,78.8,B,Good
15513,12.7,88.1,6.3,80.1,B,Good
33009,16.6,82.3,9.8,97.8,A,Excellent
23933,18.1,75.1,6.4,80.6,B,Good
39247,22,76.4,3.7,85.4,A,Good
10389,27.7,79.1,4.8,100,A,Excellent
13939,23.5,86,4.8,100,A,Excellent
22606,14.4,92,5.7,92.4,A,Excellent
28440,17.7,75.4,2.8,79.8,B,Good
35056,13.6,92,3.2,87.3,A,Good
5585,23.2,68.9,5.6,100,A,Excellent
929,26,88,8.8,100,A,Excellent
18725,19.2,82.1,9.6,100,A,Excellent
39205,24.8,95.9,7.4,100,A,Excellent
15102,5.1,100,6,52.9,D,Poor
5584,17.7,77.6,7.4,100,A,Excellent
12390,14.3,69.2,7,98.2,A,Excellent
6064,31.7,84.8,6.8,100,A,Excellent
817,16.9,64,5,80.3,B,Good
35078,3,91.8,5.8,67.9,C,Average
38167,8.2,78.6,4.8,79.5,B,Good
29451,20.1,84.8,5.4,90.4,A,Excellent
37192,27.5,86.5,8.5,93.3,A,Excellent
23597,25.3,92.3,10,100,A,Excellent
30474,11.3,94.5,4.3,92.4,A,Excellent
22133,21.5,74.1,9.8,100,A,Excellent
3358,0.1,80.1,8.1,53.1,D,Poor
20309,11.5,67.1,3.7,85.8,A,Good
18767,11.5,91,6.5,79,B,Good
8799,23.8,92.7,6.9,100,A,Excellent
26550,13.2,89,4.2,67.8,C,Average
6597,11.5,81.7,7.5,96.2,A,Excellent
39734,22.8,83,3.7,100,A,Excellent
13831,18.5,99.1,8.9,100,A,Excellent
23798,19.1,87.7,7.4,100,A,Excellent
35099,6.8,72.6,7.2,66.8,C,Average
27460,17.7,76.5,6,92.4,A,Excellent
24500,20.2,79.1,10,94.8,A,Excellent
39647,8.6,78.6,2.7,71.5,B,Average
300,19.4,93.6,6.2,100,A,Excellent
22763,9.6,93.5,8.8,70,C,Average
16667,14.8,96.5,3.1,72.1,B,Average
22064,21.2,91,6.6,100,A,Excellent
13804,11.7,82.6,6,62.5,C,Average
38193,16.5,89.8,3.6,92.6,A,Excellent
28450,7.2,86.7,9.3,64.3,C,Average
35846,7.8,86.4,4.5,91.2,A,Excellent
2305,29,81.3,5.6,100,A,Excellent
4287,11.8,80.9,4.3,77.5,B,Good
7013,21.1,97.2,7.1,94.7,A,Excellent
24228,3.9,78.3,9.6,65.2,C,Average
21623,21.5,77.9,5.9,100,A,Excellent
23375,17,88.4,7,100,A,Excellent
2546,18,95.7,4.2,89.6,A,Good
6757,17.4,93.6,4.6,89.2,A,Good
24490,13.2,83.5,3.6,89.3,A,Good
16428,5.7,86.8,6.6,55.6,C,Poor
34244,17,78.7,8.8,100,A,Excellent
38536,10.6,87.7,7.9,60.2,C,Average
35565,18,93.1,3.4,93.7,A,Excellent
20166,10,88.7,4.9,56.3,C,Poor
32572,7,85.8,6.9,71,B,Average
18195,17.7,87.8,7.6,92.1,A,Excellent
36362,14.3,65.8,7.8,78.6,B,Good
19286,17.4,100,6.1,99.3,A,Excellent
785,18.9,89,5.4,79.8,B,Good
5813,16.5,84.8,4.2,94.8,A,Excellent
31579,27.6,76.5,5.1,100,A,Excellent
10579,17.7,88.6,2.6,94.3,A,Excellent
27834,30.1,64.2,5,100,A,Excellent
20949,12.1,95.8,7.8,81.4,B,Good
10590,12.4,96,5.6,85.7,A,Good
23472,25.8,84.4,7.3,100,A,Excellent
20864,9.9,70.7,6.8,61.1,C,Average
19635,13.1,100,4,81.8,B,Good
38797,29,71.8,6.7,100,A,Excellent
19012,13.2,78,3.3,69.7,C,Average
29547,0,85.4,6.9,52,D,Poor
34692,24,84.5,2.2,100,A,Excellent
24390,16.2,69,7.6,100,A,Excellent
14311,15.2,61.3,7,88.9,A,Good
22812,12.2,72.6,3,76.7,B,Good
20914,15.5,76.1,8.7,95.9,A,Excellent
31857,16,100,7,100,A,Excellent
39298,15.5,94.5,6.8,90.2,A,Excellent
39364,6.3,88.7,0.8,55.7,C,Poor
11618,21.3,95.7,5.7,100,A,Excellent
19291,0,81.2,7.3,40.9,D,Poor
6335,14.2,97.3,6,83.5,B,Good
4562,27,78.6,5.4,100,A,Excellent
33138,18.3,82.2,7.7,100,A,Excellent
13281,12,91.2,5.7,69.8,C,Average
8631,5.7,68.6,8,53.2,D,Poor
14058,9.9,93.7,7.7,91.9,A,Excellent
2576,7.2,85.6,6.3,72.6,B,Average
5214,17.8,90.7,5.6,79.1,B,Good
17320,1.1,96.9,3.5,51.2,D,Poor
16106,30.5,78.9,6.4,100,A,Excellent
3185,9.5,82.4,7.5,75.9,B,Good
19939,13.8,88.9,6.1,70.8,B,Average
21517,24.5,84.4,4.9,100,A,Excellent
27467,20.7,84,6.8,100,A,Excellent
23520,26.9,95.7,6.9,100,A,Excellent
11277,28.2,80.8,7.5,100,A,Excellent
28153,20.4,85.7,5.9,100,A,Excellent
30537,0,72,6.7,35.6,F,Poor
1037,6.4,89.1,9.9,74.2,B,Average
23757,9.4,69.8,6.1,54.7,D,Poor
37049,5.6,100,2.6,52.5,D,Poor
1417,15.4,86.5,4.8,89.4,A,Good
23921,23.5,88.8,3.2,100,A,Excellent
10126,14.1,86.8,5,99.2,A,Excellent
24763,15.5,98.4,7.2,99,A,Excellent
9198,24.9,69.5,8.9,100,A,Excellent
26453,19.5,72.2,7.8,99.9,A,Excellent
3423,18,85.1,7.2,100,A,Excellent
35494,24.8,81.2,5,100,A,Excellent
1733,14.9,83.5,7.1,92.5,A,Excellent
26325,20.8,100,2.3,89.3,A,Good
23616,11,77.8,8.2,56.2,C,Poor
34972,21.7,79.3,2.1,100,A,Excellent
10198,22.2,93.3,8.7,100,A,Excellent
33403,14.8,98.7,7.3,81.6,B,Good
37455,17.9,91.3,5.9,78.9,B,Good
15146,8.1,69.5,4.4,75.6,B,Good
14160,10.9,80.1,3.9,63,C,Average
17968,13.7,100,3.6,91.9,A,Excellent
25131,28.8,100,7,100,A,Excellent
11598,32.7,92,3.3,100,A,Excellent
18243,14.5,66.5,7.7,90.8,A,Excellent
19171,12.7,96.4,2,85.2,A,Good
36292,19.3,76.8,4.1,100,A,Excellent
3577,9.2,78.7,7.4,64.5,C,Average
3559,14.2,100,7.3,93.4,A,Excellent
2660,18.9,69.1,5,100,A,Excellent
20904,6.5,83.9,10,49.3,D,Poor
37577,20.8,64.2,6,85,B,Good
S130,15,62,8,85,A,Good
28318,18.7,76.9,9.7,99.2,A,Excellent
29184,29.3,84.4,3.5,100,A,Excellent
33631,15.3,85.8,7.2,91.1,A,Excellent
26745,17.5,73.6,5.1,85.8,A,Good
